WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR
MULTIPOLYGON (((-58.38350881116191 -34.607441514000882,-58.38216567833615 -34.607347955376419,-58.382022336556908 -34.60733863498622,-58.381970573441549 -34.608458148872828,-58.382168252144801 -34.608475604088731,-58.383304086657958 -34.608564591177036,-58.383464292047378 -34.60857779439521,-58.38350881116191 -34.607441514000882)));;11;1_12_8;COMUNA 1;12;8;329;162;167;97,01%;275;269;97,82%;6;2,23%;129;15;11,63%;114;88,37%
MULTIPOLYGON (((-58.376502281935899 -34.606417572761551,-58.37557967513608 -34.606900526844349,-58.375001698201153 -34.607203081665318,-58.373570897045745 -34.607940522634429,-58.374110281220432 -34.607975987174903,-58.374916845204474 -34.608029600258099,-58.374981574809595 -34.608033872319417,-58.376203091213952 -34.608115099468577,-58.376399325997816 -34.608126647297624,-58.377809082019809 -34.608211301351915,-58.37921713550152 -34.608297839431231,-58.37935545374787 -34.608306596284223,-58.380491478732857 -34.608369763668648,-58.38071293188851 -34.60837639179168,-58.380887108596696 -34.608386438651237,-58.381343117758206 -34.608414631921121,-58.38179248378129 -34.60844246695612,-58.381970573441549 -34.608458148872828,-58.382022336556908 -34.60733863498622,-58.382070619996462 -34.60629285369172,-58.382078091972808 -34.606140810754042,-58.382125873703281 -34.605172074015492,-58.382133606503793 -34.605014326781173,-58.382150026327054 -34.604680804088588,-58.382205530228347 -34.603739819699364,-58.38200120590119 -34.603736233901458,-58.381836820345903 -34.603827677786704,-58.38144786246427 -34.603810972929132,-58.38135887617527 -34.603805896615853,-58.381269888264789 -34.603802492577785,-58.381173224662199 -34.603673216359397,-58.380975118304811 -34.603669421722294,-58.380955935561197 -34.604036535260882,-58.380555987350483 -34.604274444558364,-58.380331596092795 -34.604407889813309,-58.379497914593415 -34.604845509492506,-58.37938327879349 -34.604838177477156,-58.379379035670333 -34.604907895481013,-58.377957246838314 -34.605654197523712,-58.377508053798628 -34.605889949788171,-58.376724708135313 -34.60630117609977,-58.376502281935899 -34.606417572761551)));;12;1_12_9;COMUNA 1;12;9;1356;650;706;92,07%;895;885;98,88%;10;1,13%;342;57;16,67%;285;83,33%
MULTIPOLYGON (((-58.363178630754426 -34.598218464054099,-58.363006432498921 -34.598710525320811,-58.362953882568355 -34.598860679664675,-58.362920118973406 -34.598957154286424,-58.360933544972291 -34.604575313576746,-58.361536078525234 -34.604637143196435,-58.363077158480159 -34.600404673447329,-58.363742151905669 -34.60044980278019,-58.363801017317634 -34.600453797464979,-58.363379292511006 -34.604792184321084,-58.363590165578763 -34.604805314017653,-58.364531685485979 -34.604864105481425,-58.364648450487316 -34.604885886562514,-58.364735225648083 -34.604926636848909,-58.364798842471366 -34.60497215444488,-58.364842192225403 -34.605024834680897,-58.364876881827193 -34.605091081256667,-58.365340946976787 -34.605129552433844,-58.36553606060626 -34.605145694472711,-58.365567742081659 -34.605148325427912,-58.36638020439306 -34.605154955642114,-58.366638923282352 -34.605187864967967,-58.366712344012534 -34.605213950850448,-58.366743766330956 -34.605263139756033,-58.366800869219539 -34.605309306778565,-58.366824144246124 -34.605322489170263,-58.366869605482719 -34.605329754912212,-58.366904603644628 -34.605310984322713,-58.366922141736346 -34.605267617923793,-58.366950137913122 -34.605254625846747,-58.366954246902353 -34.605252594145036,-58.367028835134619 -34.605254687578835,-58.367105791814723 -34.605247517868605,-58.367216078813208 -34.605150721850492,-58.367287800484561 -34.605133425889086,-58.367349001081934 -34.605140703759389,-58.367921141467477 -34.605174261616412,-58.368047530225532 -34.604056008376695,-58.3681856739856 -34.602833225734528,-58.368185678807876 -34.602833183049391,-58.368185702732582 -34.602832971276086,-58.368313374938417 -34.601703168589822,-58.368389511862567 -34.601029540132984,-58.368631465797804 -34.600435901670906,-58.369072405725632 -34.599354087128596,-58.369129874784022 -34.599219196507597,-58.369512342616261 -34.598321285979864,-58.368942099547901 -34.598368597464798,-58.368116331843062 -34.598437188181158,-58.367980701469946 -34.598401870366118,-58.367777702989017 -34.598292976083258,-58.367359403104786 -34.598259761395141,-58.3666064564148 -34.598325018359333,-58.366221100126026 -34.598305769901494,-58.365960931457323 -34.598292816956842,-58.365068718313069 -34.598227667288214,-58.364088622384578 -34.598156172263401,-58.363861677708201 -34.59813619916595,-58.363730729601876 -34.598104401680793,-58.363233665172878 -34.598061390262586,-58.363178630754426 -34.598218464054099),(-58.36480828006178 -34.599025587595335,-58.364696003996009 -34.600062508603308,-58.363889167870418 -34.60000183424183,-58.364001635356118 -34.598975358461566,-58.36480828006178 -34.599025587595335)));;13;1_13_1;COMUNA 1;13;1;586;364;222;163,96%;404;402;99,50%;2;0,50%;163;1;0,61%;162;99,39%
MULTIPOLYGON (((-58.361396052022585 -34.60505971871077,-58.361278960603542 -34.605391887228905,-58.361493140199777 -34.605488758781767,-58.361577153078684 -34.60553305542286,-58.361657317953977 -34.605589954917946,-58.361733719942791 -34.605659527769802,-58.361798519313034 -34.605744866207885,-58.361844328737533 -34.605827090209111,-58.361874714148961 -34.60591556928388,-58.361893779105216 -34.605997700735969,-58.361947142569711 -34.606102044426045,-58.362015783002789 -34.606181047653465,-58.362103583930782 -34.606263306196091,-58.36217607269468 -34.606329706407138,-58.362271574000218 -34.606383448996262,-58.362367094319353 -34.606421486723505,-58.362489274505954 -34.606459475849917,-58.362638296182098 -34.60648804990312,-58.362787247970012 -34.606503947195009,-58.362940129142793 -34.606510410551536,-58.363139016222178 -34.606523443101359,-58.362970821999888 -34.608099369363259,-58.364134582558492 -34.608168206014952,-58.363866623920444 -34.610599941510173,-58.363735545653967 -34.611633920456171,-58.363728293706039 -34.611697335046692,-58.363624585379654 -34.611824259768255,-58.363675023471004 -34.611901886994431,-58.363675175212251 -34.611902120532967,-58.363697415035375 -34.611967352187961,-58.364652196387667 -34.612045238677084,-58.364704747764151 -34.612049506402428,-58.365007788991889 -34.612076088407925,-58.365592617898493 -34.612094020716299,-58.365956456503049 -34.612139593082944,-58.365981578478099 -34.612145035730748,-58.366073124571351 -34.612164968137058,-58.36619520181052 -34.612227038814154,-58.366325454026168 -34.612365034038881,-58.366432694720601 -34.612219197984977,-58.366609109932831 -34.612140108867678,-58.366839609819976 -34.612139163393934,-58.367127324726731 -34.612161220888126,-58.367259152179045 -34.610998465378898,-58.367550142375777 -34.60844493809833,-58.367724625064341 -34.606913327850215,-58.367921141467477 -34.605174261616412,-58.367349001081934 -34.605140703759389,-58.367287800484561 -34.605133425889086,-58.367216078813208 -34.605150721850492,-58.367105791814723 -34.605247517868605,-58.367028835134619 -34.605254687578835,-58.366954246902353 -34.605252594145036,-58.366950137913122 -34.605254625846747,-58.366922141736346 -34.605267617923793,-58.366904603644628 -34.605310984322713,-58.366869605482719 -34.605329754912212,-58.366824144246124 -34.605322489170263,-58.366800869219539 -34.605309306778565,-58.366743766330956 -34.605263139756033,-58.366712344012534 -34.605213950850448,-58.366638923282352 -34.605187864967967,-58.36638020439306 -34.605154955642114,-58.365567742081659 -34.605148325427912,-58.36553606060626 -34.605145694472711,-58.365340946976787 -34.605129552433844,-58.364876881827193 -34.605091081256667,-58.364842192225403 -34.605024834680897,-58.364798842471366 -34.60497215444488,-58.364735225648083 -34.604926636848909,-58.364648450487316 -34.604885886562514,-58.364531685485979 -34.604864105481425,-58.363590165578763 -34.604805314017653,-58.363379292511006 -34.604792184321084,-58.362279818720253 -34.604699731700947,-58.361536078525234 -34.604637143196435,-58.361396052022585 -34.60505971871077)));;14;1_13_4;COMUNA 1;13;4;725;449;276;162,68%;641;640;99,84%;1;0,16%;136;1;0,74%;135;99,26%
MULTIPOLYGON (((-58.364540753219124 -34.612033562994846,-58.364503634533676 -34.612397546264653,-58.363997352488497 -34.612360736407851,-58.363679349920368 -34.612353932012404,-58.363391783975786 -34.614903053398791,-58.363038473987274 -34.61487713057835,-58.362888071260485 -34.616203181134672,-58.362101670043394 -34.616147717200924,-58.361943784584312 -34.61750055218689,-58.362879529534283 -34.617574560218493,-58.363144416442552 -34.617823869873817,-58.3638980784838 -34.617880893008163,-58.364102081878897 -34.617896340282364,-58.364933509199183 -34.61796306807134,-58.365742664940477 -34.618063506066115,-58.366451437996659 -34.61812012561726,-58.36659223413151 -34.616878996026792,-58.366734488830801 -34.615625120236245,-58.366855036447198 -34.614577149764003,-58.366989623280638 -34.613391861166541,-58.367127324726731 -34.612161220888126,-58.366839609819976 -34.612139163393934,-58.366609109932831 -34.612140108867678,-58.366432694720601 -34.612219197984977,-58.366325454026168 -34.612365034038881,-58.36619520181052 -34.612227038814154,-58.366073124571351 -34.612164968137058,-58.365981578478099 -34.612145035730748,-58.365956456503049 -34.612139593082944,-58.365592617898493 -34.612094020716299,-58.365007788991889 -34.612076088407925,-58.364704747764151 -34.612049506402428,-58.364652196387667 -34.612045238677084,-58.364540753219124 -34.612033562994846)));;15;1_13_13;COMUNA 1;13;13;358;226;132;171,21%;266;262;98,50%;4;1,53%;104;2;1,92%;102;98,08%
MULTIPOLYGON (((-58.36219701087785 -34.613481179518097,-58.361343815960424 -34.613420964519371,-58.361200203203204 -34.61474737105538,-58.362056137192802 -34.614807800592473,-58.362238669587704 -34.614820697967851,-58.363038473987274 -34.61487713057835,-58.363391783975786 -34.614903053398791,-58.363679349920368 -34.612353932012404,-58.363997352488497 -34.612360736407851,-58.364503634533676 -34.612397546264653,-58.364540753219124 -34.612033562994846,-58.363697415035375 -34.611967352187961,-58.363675175212251 -34.611902120532967,-58.363675023471004 -34.611901886994431,-58.363624585379654 -34.611824259768255,-58.363537758489407 -34.611776300185561,-58.363421984746495 -34.611716344713756,-58.362588056951829 -34.611656717506705,-58.362549556308693 -34.611653980288942,-58.362540956357094 -34.611653368870442,-58.362418137140239 -34.611644605697009,-58.362344204264254 -34.611712505089777,-58.362292816458805 -34.611803311138061,-58.362285024232605 -34.611907956364242,-58.36232715338997 -34.612007924190252,-58.362336981095801 -34.612122936394513,-58.36219701087785 -34.613481179518097)));;16;1_13_9;COMUNA 1;13;9;426;211;215;98,14%;252;251;99,60%;1;0,40%;157;2;1,27%;155;98,73%
MULTIPOLYGON (((-58.360906804628698 -34.617418461088441,-58.361056500467136 -34.6160739179046,-58.361200203203204 -34.61474737105538,-58.361343815960424 -34.613420964519371,-58.36219701087785 -34.613481179518097,-58.362336981095801 -34.612122936394513,-58.36232715338997 -34.612007924190252,-58.362285024232605 -34.611907956364242,-58.362292816458805 -34.611803311138061,-58.362344204264254 -34.611712505089777,-58.362418137140239 -34.611644605697009,-58.361802423368694 -34.611600504937371,-58.359527549896576 -34.611437821977084,-58.35913106458262 -34.611484529986285,-58.359234923509234 -34.611190100491491,-58.358809777727224 -34.611133047029654,-58.358817545204396 -34.611188478170106,-58.358806265435106 -34.611285796004481,-58.358776674095971 -34.61138140803817,-58.358731246258358 -34.611471372563692,-58.358679027292503 -34.611542598214704,-58.358624517781237 -34.611606286407131,-58.358570086332065 -34.61167560864579,-58.358517798284097 -34.611733735105339,-58.358474709710812 -34.611791798976107,-58.358431956955648 -34.611853736496194,-58.356844868368398 -34.61635647300006,-58.356721164621227 -34.616902625241565,-58.357670111305957 -34.617119250453463,-58.357815040601821 -34.61713283924675,-58.358077164754057 -34.617162282511138,-58.359839538839964 -34.617328012289647,-58.36024225137146 -34.617365887697986,-58.360899056933853 -34.617417847799835,-58.360906804628698 -34.617418461088441)));;17;1_13_10;COMUNA 1;13;10;614;312;302;103,31%;641;641;100,00%;0;0,00%;235;5;2,13%;230;97,87%
MULTIPOLYGON (((-58.360906804628698 -34.617418461088441,-58.361737973659778 -34.617484251490588,-58.361932945956958 -34.61749969491747,-58.361943784584312 -34.61750055218689,-58.362101670043394 -34.616147717200924,-58.362073774049364 -34.616145749635507,-58.361891409149777 -34.616132852152006,-58.361056500467136 -34.6160739179046,-58.360906804628698 -34.617418461088441)));;18;1_13_11;COMUNA 1;13;11;292;146;146;100,00%;382;382;100,00%;0;0,00%;142;1;0,70%;141;99,30%
MULTIPOLYGON (((-58.373379474430919 -34.611389803728414,-58.374646526529474 -34.611469107881881,-58.374786809497664 -34.61147709665569,-58.376205219411403 -34.611565860128763,-58.376215243603838 -34.611263391536966,-58.376263870541827 -34.610451847356025,-58.376332865957579 -34.609299812119581,-58.376357481678205 -34.608889039921564,-58.376367725259691 -34.608702913616305,-58.376399325997816 -34.608126647297624,-58.376203091213952 -34.608115099468577,-58.374981574809595 -34.608033872319417,-58.374916845204474 -34.608029600258099,-58.374110281220432 -34.607975987174903,-58.373570897045745 -34.607940522634429,-58.373515280771407 -34.607936890312658,-58.373517924034154 -34.608013937318553,-58.373510597897443 -34.608174149092562,-58.37350735072387 -34.608343237407553,-58.373504017606336 -34.608513029906028,-58.373501405732974 -34.608645568046306,-58.373495817147969 -34.608933180084001,-58.373498781548754 -34.609028537838768,-58.373500758773609 -34.609091217623877,-58.373513775136139 -34.609504270338299,-58.373448587454384 -34.610245446753332,-58.372181482849932 -34.610154228280351,-58.372053212459875 -34.610146315861826,-58.372047226212914 -34.610246526312103,-58.371988070800732 -34.611302647264864,-58.373379474430919 -34.611389803728414)));;19;1_14_1;COMUNA 1;14;1;622;325;297;109,43%;538;530;98,51%;8;1,51%;247;74;29,96%;173;70,04%
MULTIPOLYGON (((-58.373183674374943 -34.614854854553194,-58.373001818534846 -34.614844861475994,-58.371923934527068 -34.614820260547653,-58.371787391825585 -34.614814524870326,-58.371560559005481 -34.614804918670117,-58.370911906380996 -34.614787952908671,-58.370655420789269 -34.614786632865922,-58.370564754411134 -34.615894279660608,-58.370689958387338 -34.615909867658289,-58.371717036903277 -34.615979584054429,-58.371714090603703 -34.616025428544567,-58.372990837801829 -34.616025176847693,-58.373127553999645 -34.616029925355754,-58.373177771521398 -34.614957670769741,-58.373183674374943 -34.614854854553194)));;20;1_14_10;COMUNA 1;14;10;431;207;224;92,41%;341;341;100,00%;0;0,00%;220;3;1,36%;217;98,64%
MULTIPOLYGON (((-58.374576262379904 -34.614926434302546,-58.373396535191389 -34.614866560259905,-58.373183674374943 -34.614854854553194,-58.373177771521398 -34.614957670769741,-58.373127553999645 -34.616029925355754,-58.373267507075326 -34.616034816933556,-58.374337464516188 -34.616078767138731,-58.374533379193608 -34.616088275411194,-58.374542004203832 -34.615987503439591,-58.374568458320518 -34.615056574125731,-58.374576262379904 -34.614926434302546)));;21;1_14_11;COMUNA 1;14;11;522;254;268;94,78%;412;412;100,00%;0;0,00%;253;31;12,25%;222;87,75%
MULTIPOLYGON (((-58.376036485874749 -34.615000581522864,-58.374576262379904 -34.614926434302546,-58.374568458320518 -34.615056574125731,-58.374542004203832 -34.615987503439591,-58.374533379193608 -34.616088275411194,-58.374705784075921 -34.616096710038725,-58.375251439676219 -34.616132455752712,-58.375858041122804 -34.616213244013018,-58.375976099996016 -34.616220229647155,-58.376032657650953 -34.615077694214733,-58.376036485874749 -34.615000581522864)));;22;1_14_12;COMUNA 1;14;12;511;241;270;89,26%;309;307;99,35%;2;0,65%;217;43;19,82%;174;80,18%
MULTIPOLYGON (((-58.369365877809663 -34.60652387579885,-58.369250818098642 -34.606589564796515,-58.36922021389622 -34.60673700082976,-58.369082147261544 -34.606767174167018,-58.368828936542997 -34.606825446813339,-58.368380547233173 -34.606915700628299,-58.368155131885302 -34.606964438710435,-58.368012847947959 -34.606922425432757,-58.367724625064341 -34.606913327850215,-58.367550142375777 -34.60844493809833,-58.367259152179045 -34.610998465378898,-58.367127324726731 -34.612161220888126,-58.367376627681629 -34.612179444744491,-58.367365050851951 -34.612247184606247,-58.367954364304865 -34.612293067847169,-58.368387300066281 -34.612326855195477,-58.368392321942792 -34.612254884666513,-58.368875679916904 -34.612292934751501,-58.369173624227614 -34.612309079581628,-58.369358966477137 -34.612319081031806,-58.369581019476911 -34.612331082127369,-58.369778115987408 -34.61234179616239,-58.370526976308561 -34.612386732014976,-58.370810609971656 -34.612403707135826,-58.371217748422083 -34.612427675924813,-58.371922320069778 -34.612469048742668,-58.371933863751075 -34.612271867159862,-58.371988070800732 -34.611302647264864,-58.372047226212914 -34.610246526312103,-58.372053212459875 -34.610146315861826,-58.372181482849946 -34.610154228280344,-58.373448587454384 -34.610245446753318,-58.373513775136139 -34.609504270338299,-58.373500758773609 -34.609091217623877,-58.373498781548754 -34.609028537838768,-58.373495817147941 -34.60893318008398,-58.373501405732952 -34.608645568046299,-58.373504017606322 -34.608513029906028,-58.37350735072387 -34.608343237407539,-58.373510597897429 -34.608174149092562,-58.373517924034154 -34.608013937318539,-58.37318473640871 -34.607992917913229,-58.372177935104276 -34.607929355892466,-58.370917765517895 -34.607838904111929,-58.370927288321411 -34.607699469549971,-58.370823899834889 -34.607585174206434,-58.370757686885668 -34.607509224200079,-58.370624043142783 -34.607389873942779,-58.370582267025931 -34.607363918609721,-58.370303681293386 -34.607190811249652,-58.37019425809995 -34.606790462465426,-58.370192455483576 -34.606771691619187,-58.369846280498024 -34.606552774909098,-58.369846165110374 -34.606552765320956,-58.3698462813962 -34.606551968069382,-58.369844443586622 -34.606552622271025,-58.3696631849498 -34.606529786931773,-58.369438812030673 -34.606501958929279,-58.369365877809663 -34.60652387579885)));;23;1_14_2;COMUNA 1;14;2;1096;627;469;133,69%;382;378;98,95%;4;1,06%;226;74;32,74%;152;67,26%
MULTIPOLYGON (((-58.373379474430919 -34.611389803728414,-58.371988070800732 -34.611302647264864,-58.371933863751103 -34.612271867159869,-58.371922320069778 -34.612469048742689,-58.372178187386645 -34.612484098544584,-58.37331612974068 -34.612554728791849,-58.373326110695089 -34.61238198342906,-58.373379474430919 -34.611389803728414)));;24;1_14_3;COMUNA 1;14;3;383;185;198;93,43%;345;345;100,00%;0;0,00%;196;48;24,49%;148;75,51%
MULTIPOLYGON (((-58.374786809497664 -34.61147709665569,-58.374646526529474 -34.611469107881881,-58.373379474430919 -34.611389803728414,-58.373326110695089 -34.61238198342906,-58.37331612974068 -34.612554728791849,-58.373599593518321 -34.612572331130316,-58.374714019709337 -34.612651100470373,-58.374724162867295 -34.612483355289982,-58.374786809497664 -34.61147709665569)));;25;1_14_4;COMUNA 1;14;4;70;28;42;66,67%;148;148;100,00%;0;0,00%;39;0;0,00%;39;100,00%
MULTIPOLYGON (((-58.374714019709337 -34.612651100470373,-58.374643025289629 -34.613816936004362,-58.374637563164185 -34.613907498670791,-58.374576262379904 -34.614926434302546,-58.376036485874749 -34.615000581522864,-58.376086599731309 -34.613991496720381,-58.376091372246961 -34.613907271753696,-58.376156968025811 -34.612753051683562,-58.376205219411403 -34.611565860128763,-58.374786809497664 -34.61147709665569,-58.374724162867295 -34.612483355289982,-58.374714019709337 -34.612651100470373)));;26;1_14_5;COMUNA 1;14;5;484;253;231;109,52%;290;289;99,66%;1;0,35%;226;123;54,42%;103;45,58%
MULTIPOLYGON (((-58.373248778245831 -34.613720988736475,-58.373183674374943 -34.614854854553194,-58.373396535191389 -34.614866560259905,-58.374576262379904 -34.614926434302546,-58.374637563164185 -34.613907498670791,-58.374643025289629 -34.613816936004362,-58.374714019709337 -34.612651100470373,-58.373599593518321 -34.612572331130316,-58.37331612974068 -34.612554728791849,-58.373255722216776 -34.613600355721651,-58.373248778245831 -34.613720988736475)));;27;1_14_6;COMUNA 1;14;6;698;344;354;97,18%;424;423;99,76%;1;0,24%;293;81;27,65%;212;72,35%
MULTIPOLYGON (((-58.367376627681629 -34.612179444744498,-58.367127324726731 -34.612161220888133,-58.366989623280638 -34.613391861166555,-58.367820328362448 -34.613457019375538,-58.36883330832876 -34.613536397315755,-58.369054508954619 -34.613551708691233,-58.369276816950006 -34.613567090938716,-58.369515819448857 -34.613583612334331,-58.369656018400498 -34.613593297144426,-58.370476937691294 -34.613575962073497,-58.370675665046967 -34.613578224886112,-58.370737591611487 -34.613578975831842,-58.370920304913717 -34.613581085323595,-58.371122773654093 -34.613589406776491,-58.371719362459586 -34.613613938502418,-58.371854879240992 -34.613621293267528,-58.371998402703696 -34.613629076385266,-58.373036607738314 -34.613703790125861,-58.373248778245831 -34.613720988736475,-58.373255722216776 -34.613600355721651,-58.37331612974068 -34.612554728791849,-58.372178187386645 -34.612484098544584,-58.371922320069778 -34.612469048742689,-58.371217748422069 -34.612427675924806,-58.370810609971656 -34.61240370713584,-58.370526976308575 -34.612386732014983,-58.369778115987408 -34.612341796162397,-58.369581019476918 -34.612331082127383,-58.369358966477151 -34.612319081031828,-58.369173624227614 -34.612309079581628,-58.368875679916904 -34.612292934751501,-58.368392321942792 -34.612254884666513,-58.368387300066303 -34.612326855195491,-58.367954364304879 -34.612293067847176,-58.367365050851951 -34.612247184606247,-58.367376627681629 -34.612179444744498)));;28;1_14_7;COMUNA 1;14;7;476;232;244;95,08%;365;363;99,45%;2;0,55%;215;1;0,47%;214;99,53%
